Title,Image URL,Description
구름 용무늬 암막새 암막새 운용문 암막새,https://www.museum.go.kr/relic_image/PS01001001/ssu07/700/ssu13823.jpg,서귀포시 하원동 법화사지 발굴조사 시 기와보도에서 깔려 출토되었으며 완형으로 단 한 점뿐이다 전체의 문양은 6개의 원호로 이루어진 화두형이다 외곽띠 가운데에 한 줄의 음각선을 돌려 조각면을 더욱 선명하게 하였다 용문양은 한 마리만 표현되어 있는데 승천하는 모습을 의장화한 것으로 용의 형상이 사실적으로 표현되었으며 주변에는 크고 작은 구름들이 배치되어 있다 뒷면의 주연부 내림새부분과 기와부의 접합부가 결실되어 있는데 기와부와 주연부를 따로 만들어 제작하였던 것으로 여겨진다 법화사지 출토 용 봉문 막새기와는 궁궐 건축에서 주로 사용되는 무늬 소재여서 당시 원의 후원으로 이루어진 중창 불사의 영향을 짐작케 하고 있다
경기장단 은행나무,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909151827966/700/pan011696-000-01.jpg,원판번호 340436 조사 은행나무32 경기 장단군
평남대동 정백리 4호분 목곽 천장 상부 노출,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909154424827/700/pan012535-000-01.jpg,원판번호 350432 촬영 정백리 제4호분 목곽 천장 상부 노출 상태 평남 대동군 대동강면
전남순천 송광사 대반열반경소 권9 7면,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909170646104/700/pan015696-000-01.jpg,원판번호 220020 보물 90호 송광사 대반열반경소 권제9 제7면 전남 순천시 송광면 신평리
충남예산 수덕사 대웅전 정면,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910100639441/700/pan018068-000-01.jpg,원판번호 353 대웅전 국보 제49호 수덕사 대웅전 정면 충남 예산군 덕산면 사천리 덕숭산
충남공주 학봉리 제1호 요지 요 격벽,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910143023772/700/pan023859-000-01.jpg,원판번호 58514 촬영 사적 제333호 학봉리 제1호 요지 요 격벽 충남 공주시 반포면
곡옥 관옥,https://www.museum.go.kr/relic_image/PS01001001/pan025/2022/0923111311950/700/pan025516-000-01.jpg,원판번호 73315 곡옥 관옥 좌측 상단 모서리 일부 파손 결실
서울 종로 경복궁 동십자각 처마,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0911103430429/700/pan035562-000-01.jpg,원판번호 대771 격납상자제목 경복궁 사적 제117호 서울 종로 경복궁 동십자각 처마 유제면 하단 우측 좌측 상단에 검정색 글씨로 771이라고 기록됨
경남 양산 남부동 패총 전경,https://www.museum.go.kr/relic_image/PS01001001/pan036/2018/0816175203287/700/pan036405-00-00.jpg,원판번호 210132 격납상자제목 상자제목없음 경남 양산 남부동 패총 전경 1921년 조사 플라스틱 필름 상태임 유제면 하단 좌측에 검정색 글씨로 210132라고 기록됨
경북경주 금령총 관 내 금제 과대와 요패,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0905181533779/700/pan006709-000-01.jpg,원판번호 240057 사적 38호 경주 노동리 고분군 금령총 관내 금제과대와 요패 등21 경북 경주시 노동동
대구 신라예술전 계형백자,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909133139540/700/pan009084-000-01.jpg,원판번호 290478 대구 개최 신라예술전 계형백자
유구신지 류큐신지,https://www.museum.go.kr/relic_image/PS01001001/ssu019/2016/1110143452298/700/ssu019912-00-00.jpg,일본 류큐오키나와지역의 지지이다 전체 2권2책 중 본 소장본은 상권 부분에 해당하는 1권1책이다 앞표지 이면에는 장판기가 실려있다 권두에는 자서가 기재되어 있다
경북고령 고분 출토 토기,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0904161549528/700/pan003937-000-01.jpg,원판번호 150863 고령 고분 출토 토기 각종73 경북 고령군
충남부여 주형석조,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0904172637639/700/pan005766-000-01.jpg,원판번호 200120 부여 주형석조22 부여고적보승회 소장 현 국립부여박물관 소장
청동 숟가락 청동 시,https://www.museum.go.kr/relic_image/PS01001001/ssu033/2016/1122160946023/700/ssu033036-00.jpg,손잡이에 초문이 있다
조선도자 백자청화철채수형연적,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909152452683/700/pan011931-000-01.jpg,원판번호 340672 조선도자 백자청화철채수형연적 이왕가박물관 소장 현 국립중앙박물관 소장 덕수 1246 오염 있음
조선도자 분청사기인화문경주장흥고명접시,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909152523020/700/pan011958-000-01.jpg,원판번호 340753 조선도자 분청사기인화문경주장흥고명접시 이왕가박물관 소장 현 국립중앙박물관 소장 유제 일부 박락됨
조선도자 분청사기인화문편구발,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909142013009/700/pan011993-000-01.jpg,원판번호 340793 조선도자 분청사기인화문편구발 소장
평남대동 남정리 53호분 발굴 전 남면 전경,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909154006729/700/pan012444-000-01.jpg,원판번호 350297 남정리 제53호분 발굴 전의 남면 전경 평남 대동군 남곶면
전남나주 신촌리 고분군 6호분 정옹관 노출상태,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909162031440/700/pan013660-000-01.jpg,원판번호 390038 조사 1938년 사적 77호 북서쪽에서 바라본 나주 신촌리 고분군 6호분 정옹관과 부장토기33 전남 나주시 반남면
조선도자 백자청화석류매문호,https://www.museum.go.kr/relic_image/PS01001001/pan014/2022/0615111729350/700/pan014575-000-01.jpg,원판번호 430115 조선도자 백자청화석류매문호22 서울 소장
전남구례 화엄사 사사자삼층석탑 기단 천인상,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909181251882/700/pan017983-000-01.jpg,원판번호 283 사사자삼층석탑 국보 제35호 화엄사 사사자삼층석탑 북면 하층 기단부 천인상 전남 구례군 마산면 황전리 지리산 유제 일부 균열 박락
평남순천 안국사 대웅보전 내부,https://www.museum.go.kr/relic_image/PS01001001/pan018/2022/0830152850099/700/pan018205-000-01.jpg,원판번호 4710 안국사 대웅보전 내부 평남 순천군 사인면 안국리현 평남 평성시 봉학동
서울종로 경복궁 근정전 월대 십이지상,https://www.museum.go.kr/relic_image/PS01001001/pan018/2022/0831165548539/700/pan018736-000-01.jpg,원판번호 9411 경복궁 사적 제117호 근정전 국보 제223호 경복궁 근정전 월대 십이지상 서울특별시 종로구 세종로 유제면 상태 불량 유리면 오염
고분 내부 발굴 단면,https://www.museum.go.kr/relic_image/PS01001001/pan019/2022/0905092810292/700/pan019946-000-01.jpg,원판번호 1953 고분 내부 발굴 단면 제목 소재 불분명
경북경주 신라 성덕왕릉 호석 십이지상,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910112400085/700/pan020933-000-01.jpg,원판번호 28415 사적 제28호 신라 성덕왕릉 호석 십이지상 경북 경주시 조양동
경북경주 황오리 제16호분 요패 철제소도,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910112904971/700/pan021193-000-01.jpg,원판번호 30611 193233년 조사 경주 황오리 고분군 제16호분 제곽 출토 요패 철제소도 경북 경주시 황오동 유제면 상태 불량
청동추,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910144724641/700/pan024743-000-01.jpg,원판번호 66319 청동추
평남대동 남정리 116호분 출토 혁칠석,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910155515086/700/pan027719-000-01.jpg,원판번호 9121 격납상자제목 0 1931년 조사 평남 대동군 남곶면 남정리 제116호분 채협총 출토 혁칠석 81 유제 일부 박락
식기와 식상,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910162640081/700/pan028939-000-01.jpg,원판번호 100820 격납상자제목 식기와 식상 경성제국대학 법문학부 민족참고실 소장 유제면에 붉은색 칠을 함 유리면에 검정색 종이 부착
경남함안 방어산 마애삼존불,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910172555244/700/pan031103-000-01.jpg,원판번호 170218 격납상자제목 1917 1917년 조사 보물 159호 경남함안 방어산 마애삼존불 유제면 좌측 상단에 붉은색 글씨로 52라고 기록됨
충북영동 노고산성,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910175801668/700/pan032478-000-01.jpg,원판번호 220186 격납상자제목 1922 1922년 조사 충북영동 노고산성 우측 하단 유제 일부 박락된 곳에 붉은색 칠을 함 유제면 좌측 상단과 하단 우측에 검정색 글씨로 220186 상단 우측에 연필로 147 63 우측변에 연필로 이라고 기록됨
고구려 고분벽화 모사도,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0911102739031/700/pan035296-000-01.jpg,원판번호 대453 격납상자제목 고구려 고분벽화 모사도 유제면 좌측 하단 상단 좌측에 검정색 글씨로 453이라고 기록됨
경남 합천 해인사 장경판전 내부,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0911103929780/700/pan035835-000-01.jpg,원판번호 20611 격납상자제목 경남 합천 해인사 장경판전 내부 국보 제32호 국보 제52호 유제면 좌측 상단 우측 하단에 검정색 글씨로 20611이라고 기록됨
장사군 글자가 있는 벽돌 장사군명 전,https://www.museum.go.kr/relic_image/PS01001001/goj010/2022/0705135708539/700/goj010298-000-00000.jpg,측면에는 장사군전 글자가 양각되었다
관성제군보훈상주,https://www.museum.go.kr/relic_image/PS01001001/ssu019/2016/1110143452298/700/ssu019809-00-00.jpg,중국 청나라의 길단이 옛 술사가 채록했다는 관성제군의 말과 보충 설명을 적은 다음 내용에 맞는 사례들을 그림과 함께 실어 놓은 책이다 사람이 충효와 절의를 다하지 않으면 몸은 세상에 있어도 마음은 이미 죽은 것이라며 선악에 대한 응보가 있을 것임을 강조하였다 1731년에 처음 간행한 것을 1882년에 다시 간행한 것이다
중국길림 광개토대왕릉비 동면,https://www.museum.go.kr/relic_image/PS01001001/pan005/2022/0323092443616/700/pan005111-000-01.jpg,원판번호 180024 광개토대왕릉비 동면 일부77 중국 길림성 집안시
경북경주 영지와 석기시대 유적,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0904165242223/700/pan004758-000-01.jpg,원판번호 170032 영지와 석기시대 유적31 경북 경주시 외동읍 괘릉리
사료조사3 경남밀양 마암산 석기시대 유적,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0920120909873/700/pan002158-000-01.jpg,원판번호 130265 촬영 1914년 제3회 사료조사 마암산의 석기시대 유적 전경21 경남 밀양시
사료조사2 평북자성 압록강에서 본 토성동,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0920110958343/700/pan001440-000-01.jpg,원판번호 120294 촬영 1913년 제2회 사료조사 압록강에서 본 토성동 전경21 평북 자성군 장토면
고려도자 청자양각위로수금문정병,https://www.museum.go.kr/relic_image/PS01001001/pan008/2022/0415160949920/700/pan008450-000-01.jpg,원판번호 280447 보물 344호 고려도자 청자양각위로수금문정병21 현 국립중앙박물관 소장
황해재령 부천리 1호분,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909140255946/700/pan009386-000-01.jpg,원판번호 300168 조사 촉탁 부천리 제1호분 황해 재령군 청수리면
전남나주 대안리 9호분 기관 출토 대도,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0905174700965/700/pan006390-000-01.jpg,원판번호 230355 조사 1918년 대안리 제9호분 기관 내부 출토 대도33 전남 나주시 반남면
평남대동 남정리 116호분 3호 목관 내 칠도탑,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909150242990/700/pan011044-000-01.jpg,원판번호 320620 조사 1931년 남정리 제116호분채협총 출토 제3호 목관내 칠도탑 측면31 평남 대동군 남곶면
평남대동 내리 1호분 현실 천장 동북쪽 봉황,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909155214261/700/pan012923-000-01.jpg,원판번호 360277 내리 제1호분 현실 천장 동북우의 봉황 평남 대동군 시족면
고려도자 청자철화연당초문매병,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909165314140/700/pan015008-000-01.jpg,원판번호 중270054 고려도자 청자철화연당초문매병 이왕가박물관 소장 현 국립중앙박물관 소장 덕수1716
조선도자 분청사기상감모란당초문합 신,https://www.museum.go.kr/design/theme/museum_kr/images/onerror.png,원판번호 중280004 조선도자 분청사기상감모란당초문합 신 조선총독부박물관 소장
전남순천 송광사 대반열반경소 권제9 제17면,https://www.museum.go.kr/relic_image/PS01001001/pan015/2022/0722154544693/700/pan015706-000-01.jpg,원판번호 220030 보물 제90호 송광사 대반열반경소 권제9 제17면 전남 순천시 송광면 신평리 좌측 상단 모서리 및 하단 일부 파손 결실
서울종로 경복궁 양의문 내부,https://www.museum.go.kr/relic_image/PS01001001/pan017/2022/0826110928271/700/pan017748-000-01.jpg,원판번호 906 경복궁 사적 제117호 경복궁 양의문 내부 서울특별시 종로구 세종로
경북봉화 내성 유곡 권충재 유적 석천정 천장,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910102543785/700/pan018903-000-01.jpg,원판번호 11113 내성 유곡 권충재 관계 유적 석천정 천장 경북 봉화군 봉화읍 유곡리
경북경주 황오리 고분군 폐고분 출토 유물,https://www.museum.go.kr/relic_image/PS01001001/pan020/2022/0905104704339/700/pan020315-000-01.jpg,원판번호 2281 1949년 이홍직 조사 고분군 사적 제41호 경주 황오리 고분군 폐고분 유물 출토 상태 경북 경주시 황오동
지석묘,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910112250675/700/pan020873-000-01.jpg,원판번호 2799 지석묘 유제 일부 박락 제목 소재 불분명
나전길상문함,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910143711535/700/pan024220-000-01.jpg,원판번호 61914 나전길상문함
평남대동 석암리 201호분 출토 금상감편,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910151617675/700/pan026009-000-01.jpg,원판번호 7763 격납상자제목 1930년 조사 평남 대동군 대동강면 석암리 제201호분 출토 금상감편 우측 상단 모서리 파손 결실 유제면 황색 오염 유제 손상
목재,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910164009763/700/pan029503-000-01.jpg,원판번호 10551 격납상자제목 1933년 목재 유제 심하게 박락 유제면에 긁힌 흔적이 있음
평남대동 정백리 1호분 내벽 축조 상태,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910171220801/700/pan030766-000-01.jpg,원판번호 160012 격납상자제목 1916 1916년 조사 평남대동 정백리 제1호분 내벽 축조 상태 유제면 좌측변에 라고 붉은색 글씨로 기록됨
경북울릉 울릉군청 옛 청사,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910173959480/700/pan031702-000-01.jpg,원판번호 190076 격납상자제목 1919 경북울릉 울릉군청 옛 청사 유제면 우측 하단에 검정색 글씨로 붉은색 글씨로 좌측 하단에 연필로 라고 기록됨
나전롱,https://www.museum.go.kr/relic_image/PS01001001/pan034/2022/1021131647515/700/pan034479-000-01.jpg,원판번호 중581 격납상자제목 이왕가박물관 소장 나전롱 유제면 좌측 하단 우측 상단에 검정색 글씨로 581이라고 기록됨
평남 대동 석암리 9호분 출토 동제박산향로,https://www.museum.go.kr/relic_image/PS01001001/pan034/2022/1012162341959/700/pan034987-000-01.jpg,원판번호 대63 격납상자제목 1916년 조사 조선총독부박물관 소장 현 국립중앙박물관 소장 평남 대동 석암리 9호분 출토 동제박산향로22 유제면 전체 황색으로 변색 유제면 상단 우측 우측 하단에 검정색 글씨로 63이라고 기록됨
함북경흥 나진 출토 토기편,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0905181919847/700/pan006855-000-01.jpg,원판번호 240201 함북 경흥군 신안면 나진 출토 토기편44 이왕가박물관 소장
경남양산 통도사 영골부도비 하부 문양,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0904161450482/700/pan003990-000-01.jpg,원판번호 150916 통도사 사바교주석가여래영골부도비 하부의 문양 경남 양산시 하북면 지산리
함남신흥 덕안릉 재실 소장 덕안릉도,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0920130614742/700/pan002553-000-01.jpg,함남 신흥군 원평면 신성리 원판번호 130778 덕안릉 재실 소장 덕안릉도 덕안릉 재실에 소장된 산릉도이다 함흥 서북쪽 가평사 현 함남 신흥군 가평면 능리에 있는 것으로 나오는데 산릉도에는 계좌정향이라는 표기가 뚜렷이 보인다
경남김해 회현리 패총,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0904165732537/700/pan004899-000-01.jpg,원판번호 170173 사적 2호 남쪽에서 바라본 김해 회현리 패총 경남 김해시 봉황동
사료조사2 중국길림 산성자 산성 고구려 고분,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0920110752514/700/pan001364-000-01.jpg,원판번호 120217 촬영 1913년 제2회 사료조사 산성자 산성 아래의 고구려 고분76 중국 길림성 집안시
평남평양 보통문 뒷면,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0920103636756/700/pan000354-000-01.jpg,원판번호 100045 보통문 배면 평남 평양부 신양리
청자 음각 넝쿨무늬 기름병 청자 음각 당초문 유병,https://www.museum.go.kr/relic_image/PS01001001/jng007/2016/1028215402127/700/jng007878.jpg,머리나 몸에 바르는 기름을 담기 위한 작은 병 입술은 반구형이고 동체는 두툼한 바둑알 형태이며 굽은 다리굽 굽안 바닥에 모래 섞인 내화토빚음 받침을 놓고 구웠음 태토는 회색이며 유색은 담녹색이지만 산화되어 갈색을 띠는 곳도 있음 동체 상단부에 당초문을 음각으로 표현하였음 전면에 빙렬이 있음 동체 중단부 1곳에 눌려진 흔적이 있음 구연부 굽 접지면 일부 결손
함남정평 풍양리 남쪽 고성 서문지,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0905173837915/700/pan006111-000-01.jpg,원판번호 230087 풍양리 남쪽 고성 서문지 함남 정평군 고산면
고려도자 청자상감운학문완 내면,https://www.museum.go.kr/relic_image/PS01001001/pan008/2022/0415152239153/700/pan008362-000-01.jpg,원판번호 280359 고려도자 청자상감운학문완 내면22 현 국립중앙박물관 소장
전남화순 운주사 5660호 석불,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0904172248981/700/pan005621-000-01.jpg,원판번호 190226 사적 312호 운주사 제56 제57 제58 제59 제60호 석불4840 전남 화순군 도암면 대초리
